"filename", "language", "JSON with Comments", "HTML", "Markdown", "XML", "JavaScript", "CSS", "comment", "blank", "total"
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/l.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/laptop_and.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/lcd_tv.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/list.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/mailru.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/marker.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/md_cassette.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/menu.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/mesh_tool.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/mobile.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/mobile_laptop.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/move.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/new_special.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/note.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/notes_settings.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/od_next.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/online_consulting.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/pages.user.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/paint.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/pause.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/people.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/personal_center.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/peugeot_logo.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/phone_hospital.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/point.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/problem.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/production_performance.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/promotion.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/purchase_of.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
"/media/faouzi/PROJECTS/WEB/pWeb_pages/faouzimohamed.github.io/img/web_font_svg/svg/push_set.svg", "XML", 0, 0, 0, 6, 0, 0, 1, 0, 7
